,latitude,longitude,listing_id
120173,40.7457,-73.9785,6937911
120175,40.774,-73.9531,6817620
120176,40.7867,-73.9723,6946655
12018,40.7528,-74.0032,7167168
120180,40.7803,-73.976,6812374
120185,40.7269,-73.9787,6890404
120186,40.7943,-73.9675,6848398
120195,40.7514,-73.9866,6851276
120196,40.8013,-73.9606,6876629
120198,40.7645,-73.9832,6846724
1202,40.7636,-73.983,7157154
120204,40.6773,-73.9985,6939986
120207,40.7951,-73.9676,6896244
120208,40.8036,-73.9568,6897155
120209,40.7608,-73.9861,6892315
120212,40.7968,-73.9486,6884086
120214,40.7394,-73.9915,6938815
120215,40.8342,-73.9427,6898428
120217,40.7866,-73.9504,6858956
120219,40.735,-73.9812,6816952
120221,40.7465,-73.9565,6838284
120224,40.7387,-74.0085,6815101
120225,40.7061,-74.0111,6867795
120231,40.756,-73.9696,6889627
120233,40.7233,-73.9958,6830106
120236,40.7226,-73.9988,6876838
120238,40.7397,-73.9979,6941768
120240,40.7031,-73.9914,6832522
120244,40.7287,-73.9858,6827443
120245,40.7273,-73.9831,6904523
120247,40.7827,-73.9753,6918810
120251,40.7518,-73.9695,6822447
120255,40.7798,-73.9836,6815103
120257,40.7318,-73.9822,6873619
120258,40.7236,-74.0106,6818222
120261,40.7425,-73.9789,6939493
120265,40.7509,-74.004,6883722
120266,40.7314,-73.9864,6812005
120268,40.7334,-74.0047,6913686
120269,40.6831,-74.0007,6891911
12027,40.8144,-73.9597,7151852
120272,40.7509,-73.9977,6871296
120273,40.7302,-73.9924,6872225
120274,40.8314,-73.9409,6856537
120275,40.7556,-73.9668,6857819
120276,40.7466,-73.9779,6830698
120279,40.8618,-73.9268,6939605
120281,40.718,-74.0102,6907513
120282,40.7347,-74.0013,6909951
120284,40.7551,-73.9666,6912652
120287,40.7085,-74.0165,6848915
12029,40.7449,-73.9812,7120630
120290,40.7454,-73.9845,6892579
120292,40.767,-73.9908,6861301
120293,40.7706,-73.9501,6922103
120295,40.7412,-73.9805,6930447
120297,40.7817,-73.9497,6816577
120299,40.7304,-73.9864,6891079
12030,40.7568,-73.9982,7136407
120302,40.7285,-73.9757,6939088
120303,40.7083,-74.0149,6837332
120308,40.7347,-73.9819,6845544
120311,40.7084,-74.0057,6921594
120312,40.7638,-73.9597,6943547
120314,40.7801,-73.9475,6921289
120316,40.7641,-73.9883,6853012
12032,40.8254,-73.9437,7152048
120321,40.7709,-73.9496,6919607
120322,40.7664,-73.9918,6939926
120323,40.73,-73.9864,6879687
120325,40.7817,-73.9824,6947305
120328,40.7677,-73.9916,6910719
12033,40.7874,-73.942,7173532
120335,40.7967,-73.9485,6849381
120337,40.77,-73.9833,6848545
120338,40.7482,-73.9749,6818497
120339,40.7061,-74.0111,6873625
120342,40.7556,-73.9922,6824228
120344,40.7075,-74.0059,6932113
120346,40.7678,-73.9915,6931569
120349,40.6939,-73.9508,6814245
120352,40.7477,-74.0009,6819188
120353,40.861,-73.926,6941347
120354,40.8246,-73.9508,6919033
120356,40.7633,-73.9849,6861056
120359,40.7459,-73.9572,6902333
120361,40.7396,-73.9815,6846669
120363,40.7378,-74.0015,6911360
120366,40.7521,-73.9743,6864050
120368,40.7416,-73.9829,6881015
120369,40.7639,-73.9894,6916711
120378,40.7551,-73.9928,6825304
12038,40.7188,-73.987,7170011
120382,40.7338,-73.9865,6947427
120383,40.7302,-73.9924,6940524
120385,40.7725,-73.9819,6824625
120386,40.7707,-73.9554,6848440
12039,40.7775,-73.9535,7125318
120392,40.5765,-73.955,6832555
120394,40.8663,-73.9277,6871595
120395,40.7348,-73.9865,6847282
120396,40.7536,-73.9682,6819937
120397,40.7559,-73.9926,6895809
120398,40.7198,-73.9891,6890264
1204,40.7318,-73.9875,7137663
120401,40.6857,-73.9534,6902195
120405,40.7177,-73.9984,6901069
120409,40.7697,-73.9581,6862109
120411,40.7068,-74.0083,6850216
120414,40.8246,-73.9508,6915857
120416,40.7719,-73.9816,6859262
120418,40.7479,-73.9739,6814522
12042,40.7447,-73.9741,7121547
120420,40.7445,-73.9949,6868270
120425,40.7943,-73.9675,6924171
120428,40.7372,-73.9981,6838052
12043,40.7674,-73.9837,7188244
120433,40.7682,-73.987,6815204
12044,40.7745,-73.9897,7129218
120442,40.7478,-74.0008,6883364
120444,40.7681,-73.9544,6911737
120448,40.708,-74.0149,6876632
120450,40.7349,-73.9863,6878867
120451,40.7793,-73.9532,6882844
120452,40.7191,-74.0109,6902435
120453,40.7664,-73.9863,6842614
120455,40.7568,-73.9982,6937043
120458,40.7064,-74.0134,6938976
120461,40.7304,-74.005,6872003
120463,40.7727,-73.9542,6847273
120464,40.7281,-73.9861,6860297
120469,40.7609,-73.986,6833276
120470,40.7274,-74.0035,6840613
120471,40.8227,-73.9393,6843194
120472,40.7637,-73.9937,6938342
120474,40.7481,-73.9745,6824171
120475,40.7733,-73.9812,6925590
120480,40.748,-73.886,6866486
120482,40.7804,-73.9553,6822800
120484,40.7555,-73.9668,6882157
120486,40.8374,-73.9437,6946617
120487,40.7137,-73.8928,6943926
120489,40.7061,-74.0092,7254147
12049,40.7411,-73.9823,7216221
120494,40.7678,-73.9915,6863717
120495,40.7706,-73.9415,6837896
120497,40.7664,-73.9863,6922999
120498,40.7719,-73.9565,6828361
120499,40.8033,-73.9574,6817276
12050,40.8341,-73.9436,7215066
120500,40.7678,-73.9915,6843438
120502,40.7056,-74.0134,6842563
120503,40.7483,-73.9767,6836639
120505,40.7084,-74.0066,6935515
120506,40.7575,-73.9656,6869347
120508,40.7073,-74.0046,6920235
12051,40.7911,-73.9737,7162512
120510,40.7585,-73.962,6911486
120514,40.7693,-73.9529,6916537
120519,40.7051,-73.86,6905275
120520,40.7448,-73.9823,6879589
120523,40.804,-73.9605,6945698
120524,40.7404,-73.9994,6846880
12053,40.7084,-74.0066,7177580
120531,40.7405,-73.9862,6830305
120532,40.8165,-73.9372,6905260
120535,40.7047,-74.0076,6870880
120537,40.704,-73.9274,6848510
120538,40.7184,-73.9898,6823079
12054,40.7575,-73.9625,7117090
120540,40.7832,-73.9809,6866496
120541,40.7482,-73.9786,6939266
120542,40.7677,-73.9672,6933006
120543,40.7686,-73.9867,6863383
120546,40.719,-73.9601,6917099
120550,40.7081,-74.0065,6825393
120551,40.7273,-73.9897,6882690
120553,40.6846,-73.9594,6836960
120559,40.7829,-73.97710000000001,6895381
12056,40.7794,-73.9498,7216440
120560,40.7383,-74.0015,6919139
120561,40.7698,-73.9512,6832698
120562,40.7588,-73.9914,6862733
120565,40.7278,-73.9999,6891061
120567,40.7138,-74.0103,6944449
120568,40.7604,-73.9955,6931640
12057,40.735,-73.9812,7218233
120575,40.8034,-73.9576,6911425
120577,40.7769,-73.9459,6906816
120582,40.7364,-74.0032,6894882
120583,40.7897,-73.9734,6842459
120584,40.8005,-73.9704,6849971
120586,40.761,-74.0002,6925836
120588,40.7634,-73.9599,6935999
120590,40.7617,-73.9618,6813497
120597,40.8495,-73.9328,6887329
120599,40.68,-73.9149,6928623
1206,40.733,-73.996,7195515
12060,40.7734,-73.9544,7110543
120601,40.7062,-73.831,6911927
120605,40.7205,-73.9572,6937019
120606,40.7169,-74.0149,6886876
12061,40.7348,-73.9865,7145625
120612,40.771,-73.9535,6910604
120619,40.7494,-73.9875,6875547
120622,40.7909,-73.9655,6909756
120623,40.708,-74.0149,6920194
120625,40.7568,-73.9982,6859504
120626,40.7268,-74.0018,6812208
120631,40.7822,-73.9468,6903849
120632,40.7315,-73.8608,6877643
120633,40.846,-73.9374,6891537
12064,40.7462,-73.9757,7223703
120641,40.7451,-73.9239,6900920
120643,40.7011,-73.926,6923700
120644,40.7113,-74.0056,6947540
120646,40.7499,-73.9777,6928756
120648,40.7074,-74.0122,6932344
120649,40.7445,-73.9949,6894374
120650,40.7301,-73.9825,6923239
120652,40.7705,-73.9485,6872925
120654,40.7246,-74.0023,6859544
120655,40.7793,-73.9492,6854895
120657,40.7239,-73.9947,6886248
120661,40.8225,-73.9475,6929072
120663,40.7343,-73.982,6940672
120664,40.7399,-73.9889,6912696
120666,40.7056,-73.8957,6906894
12067,40.7799,-73.9761,7145024
120675,40.7468,-73.9903,6830818
120678,40.7897,-73.9734,6848173
120680,40.776,-73.9556,6844716
120688,40.7441,-73.9964,6942662
120689,40.7564,-73.9945,6900171
120690,40.7294,-73.8596,6832024
120691,40.789,-73.9756,6900265
120693,40.8683,-73.9168,6854599
120694,40.7766,-73.9528,6856681
120696,40.7494,-73.9875,6943151
120699,40.6856,-73.9417,6928271
12070,40.7314,-73.9828,7157141
120700,40.7276,-73.9543,6895879
120701,40.7833,-73.9834,6874140
120702,40.7703,-73.96340000000001,7272888
120704,40.7516,-73.969,6826800
120705,40.7487,-73.9901,6910052
120708,40.7884,-73.9745,6817119
12071,40.7897,-73.9488,7118796
120714,40.7364,-73.9776,6866279
120716,40.7578,-73.9839,6928202
120717,40.7775,-73.9784,6817755
120719,40.7267,-73.9844,6865428
12072,40.8344,-73.9411,7184907
120726,40.7726,-73.9486,6930432
120730,40.6383,-73.9528,6823062
120732,40.7431,-73.9792,6869895
120737,40.804,-73.9605,6946952
120738,40.73,-73.9864,6812960
12074,40.7983,-73.9637,7165761
120744,40.7223,-73.9839,6926482
120746,40.7285,-74.0,6833852
120754,40.7485,-73.98,6919029
120755,40.7728,-73.9483,6844408
120758,40.7372,-73.9981,6837455
12076,40.7518,-73.9726,7121115
120760,40.7401,-74.0039,6934536
120765,40.724,-74.0035,6913161
120766,40.7073,-74.0054,6923657
120775,40.7675,-73.9607,6863512
120776,40.7803,-73.952,6880890
120781,40.7219,-73.9855,6879986
120782,40.7682,-73.987,6836066
120783,40.7677,-73.9616,6867423
120786,40.7426,-73.979,6829654
120787,40.7216,-73.9808,6832344
120788,40.7457,-73.9785,6816435
12079,40.7957,-73.9705,7144391
120793,40.8031,-73.957,6897627
120794,40.7337,-74.0079,6886056
120797,40.7296,-73.9986,6893653
120799,40.6719,-73.9865,6871313
12080,40.7237,-73.9898,7130545
120800,40.7121,-73.9626,6824937
120802,40.7628,-73.985,6905769
120805,40.7691,-73.9554,6894325
120808,40.7279,-73.9829,6918641
12081,40.7399,-73.9864,7192347
120811,40.6968,-73.9842,6814285
120812,40.7328,-74.0089,6815709
120814,40.7434,-73.9773,6860008
120817,40.7747,-73.9529,6923642
120818,40.7775,-73.9784,6889890
12082,40.786,-73.9703,7152047
120820,40.7788,-73.9538,6941969
120822,40.7536,-73.8836,6832937
120826,40.7752,-73.979,6928808
12083,40.7494,-73.9875,7177042
120833,40.7088,-74.0059,6815724
120836,40.7401,-73.9887,6925128
120837,40.7902,-73.9677,6918880
120840,40.781,-73.9595,6847132
120842,40.7054,-74.0095,6917883
120843,40.7568,-73.9982,6864847
120846,40.7856,-73.9794,6947041
120848,40.753,-73.9959,6930550
120851,40.7777,-73.9462,6903690
120852,40.7555,-73.9666,6859976
120853,40.7613,-73.9922,6840621
120854,40.7348,-73.9817,6880842
120856,40.7404,-73.9795,6872503
120857,40.7713,-73.9538,6885812
120858,40.7746,-73.99,6928514
120859,40.8433,-73.9396,6875568
120860,40.7816,-73.9559,6895409
120862,40.7716,-73.9506,6820090
120864,40.8003,-73.967,6857678
120866,40.7272,-73.9859,6888935
120869,40.7328,-74.0089,6838891
12087,40.7572,-73.9648,7188105
120872,40.761,-73.999,6860989
120873,40.7444,-73.9754,6854893
120874,40.8814,-73.8974,6866598
120875,40.7906,-73.9687,6839192
120879,40.7469,-73.9849,6848571
12088,40.7047,-74.0076,7218289
120880,40.7832,-73.9809,6859178
120884,40.7652,-73.9246,6917765
120888,40.7068,-74.0112,6938670
120889,40.7441,-73.9964,6847836
120890,40.7744,-73.9463,6868957
120891,40.7764,-73.9509,6855185
120892,40.7612,-73.9978,6867541
120896,40.724,-73.9828,6933746
120900,40.7449,-73.9811,6927021
120901,40.7595,-73.989,6818673
120904,40.7528,-73.9709,6899899
120905,40.7467,-73.9853,6942029
120909,40.739,-73.9928,6875317
120912,40.7081,-74.0013,6839440
12092,40.7462,-73.9757,7093405
120920,40.7344,-74.0001,6929890
120924,40.7722,-73.9585,6946643
120925,40.7416,-73.9216,6872971
120929,40.7459,-73.9572,6878635
12093,40.7436,-73.9727,7200255
120930,40.7787,-73.9539,6845538
120931,40.7563,-73.9639,6905130
120932,40.7754,-73.9624,6832718
120934,40.7073,-74.0046,6865717
120938,40.778,-73.9465,6816216
120942,40.7664,-73.9863,6838981
120945,40.7615,-73.9662,6936331
120950,40.7491,-73.9789,6846321
120952,40.7047,-74.0076,6904144
120953,40.7612,-73.9978,6830802
120956,40.7633,-73.9628,6927393
120957,40.7645,-73.9832,6896420
12096,40.7448,-74.0017,7165923
120960,40.749,-73.9767,6867907
120970,40.7739,-73.9893,6935069
120971,40.7162,-74.0095,6938315
120974,40.8303,-73.9435,6846133
120980,40.7845,-73.976,6863768
120981,40.754,-73.9678,6837574
120982,40.7324,-73.9875,6888990
120985,40.7358,-73.9859,6892048
120988,40.8366,-73.9416,6850865
120991,40.7753,-73.9511,6879607
120992,40.7434,-73.9773,6934307
120993,40.7668,-73.962,6870981
120994,40.8136,-73.949,6838437
120995,40.742,-73.9757,6938947
120996,40.6668,-73.9615,6850586
120999,40.739,-73.9791,6821738
121,40.7852,-73.949,7119598
121002,40.8273,-73.9396,6913902
121004,40.7518,-73.9944,6889387
12101,40.7535,-73.9717,7152421
121013,40.7967,-73.9623,6945543
121018,40.7387,-74.0019,6816603
121023,40.7554,-73.9653,6943782
121024,40.7675,-73.9607,6896113
121026,40.5845,-73.9325,6822397
121032,40.7056,-74.0162,6837851
121033,40.7771,-73.9515,6813102
121036,40.7824,-73.9805,6839297
121037,40.7928,-73.9659,6892354
121038,40.7191,-73.9843,6843003
121039,40.7639,-73.9808,6853022
12104,40.7425,-73.8853,7217477
121044,40.7681,-73.9539,6904567
121046,40.6823,-73.9101,6822372
121047,40.7612,-73.9977,6891334
121049,40.7797,-73.981,6834349
121050,40.7594,-73.9698,6878986
121051,40.761,-74.0002,6872074
121052,40.7056,-74.0162,6901535
121054,40.7448,-74.0052,6943191
121056,40.7238,-73.9898,6919299
121057,40.7957,-73.9705,6916849
121058,40.7452,-73.9916,6833068
121059,40.7556,-73.9922,6825639
121064,40.7599,-73.9908,6895882
121065,40.7976,-73.968,6903590
121066,40.6961,-73.991,6845950
121067,40.7443,-73.9912,6934992
12107,40.7522,-74.0042,7175049
121071,40.7638,-73.9597,6900045
121073,40.7383,-74.0015,6843184
121074,40.7936,-73.9731,6892150
121075,40.8941,-73.9055,6834557
121076,40.7976,-73.968,6817823
121078,40.7425,-73.9789,6833953
121081,40.7393,-73.9995,6813943
121082,40.7448,-73.9909,6877412
121084,40.6824,-73.9501,6897608
121087,40.7348,-73.9865,6819895
121088,40.6712,-73.9888,6913772
121089,40.7621,-73.9637,6863177
121091,40.7301,-73.9935,6868396
121093,40.7487,-73.9901,6861433
121096,40.7831,-73.9838,6855559
121098,40.6663,-73.9402,6900580
121099,40.7993,-73.9604,6918564
1211,40.7991,-73.9646,7217169
121101,40.7967,-73.9623,6833977
121103,40.7317,-73.9743,6855957
121104,40.7426,-73.9808,6928932
121106,40.6167,-73.955,6816102
121114,40.7413,-73.9779,6911312
121115,40.7104,-73.9876,6931814
121117,40.7815,-73.9791,6896301
121118,40.7276,-74.0001,6820619
121119,40.7536,-73.9682,6853120
121120,40.7516,-73.9394,6813169
121125,40.7705,-73.9485,6887977
121134,40.772,-73.9545,6855216
121135,40.7537,-73.974,6897177
121137,40.7113,-73.958,6947460
121141,40.7775,-73.9474,6875730
121142,40.7263,-73.9847,6840175
121144,40.6898,-73.9797,6901721
121146,40.7974,-73.9708,6847200
121150,40.732,-74.0019,6879432
121153,40.7244,-73.9942,6816200
121156,40.804,-73.9605,6851857
121157,40.7248,-73.9922,6891644
121158,40.7842,-73.948,6924628
121159,40.7179,-73.983,6921292
12116,40.7661,-73.9918,7117791
121161,40.7842,-73.9783,6858049
121162,40.8635,-73.8643,6850789
121168,40.7383,-73.9846,6880144
121174,40.7758,-73.9554,6874973
121177,40.8217,-73.9486,6860266
121179,40.7321,-73.9856,6920667
121180,40.6732,-73.9416,6844396
121181,40.7804,-73.9522,6844485
121184,40.756,-73.9687,6825067
121186,40.7916,-73.9402,6914360
121187,40.761,-73.999,6879548
12119,40.745,-73.9778,7119279
121190,40.7764,-73.9778,6891314
121194,40.7448,-73.9909,6905483
121196,40.7416,-73.9985,6925260
121197,40.7561,-73.964,6926805
1212,40.7206,-73.9883,7209350
12120,40.7354,-74.0032,7175794
121201,40.7756,-73.9846,6871986
121202,40.7152,-74.0116,6883883
121205,40.7674,-73.9903,6835368
12121,40.7355,-74.0058,7130455
121211,40.7098,-74.0179,6821889
121212,40.7267,-73.9885,6840571
121213,40.7297,-73.9753,6872165
121215,40.8163,-73.9416,6894144
121216,40.7298,-73.9874,6893738
121217,40.7679,-73.9598,6847751
121218,40.7587,-73.9838,6936993
121221,40.8142,-73.9598,6896338
121228,40.7575,-73.9625,6878186
121229,40.7672,-73.9679,6925515
121230,40.7711,-73.9541,6828844
121231,40.7406,-73.9822,6932885
121232,40.7775,-73.9784,6824873
121235,40.7439,-73.9743,6881560
121237,40.7832,-73.9482,6909513
121238,40.7287,-73.981,6868330
12124,40.732,-73.9884,7116961
121241,40.7075,-74.0059,6837387
121248,40.687,-73.9983,6921283
121249,40.7865,-73.9731,6820681
12125,40.7333,-73.9982,7179735
121255,40.7328,-73.9889,6933941
121257,40.8113,-73.9578,6888144
121259,40.7626,-73.9267,6893542
12126,40.8455,-73.9425,7130468
121260,40.787,-73.9741,6921631
121261,40.7751,-73.9787,6908163
121263,40.7673,-73.9922,6892197
121266,40.7704,-73.9566,6834082
121269,40.751,-73.9703,6851472
12127,40.7754,-73.9774,7145069
121272,40.6793,-73.9669,6859735
12128,40.7047,-74.0076,7134346
121280,40.7407,-73.9822,6932097
121282,40.742,-73.879,6907908
121284,40.7617,-73.9598,6912739
121287,40.7728,-73.981,6926204
121288,40.7661,-73.9461,6915475
12129,40.7959,-73.9495,7123253
121295,40.8152,-73.9471,6886317
121298,40.7175,-73.9521,6862046
121301,40.7593,-73.9962,6850324
121302,40.764,-73.9591,6827975
121304,40.7191,-74.0109,6932272
121305,40.7547,-73.9818,6893054
121309,40.7974,-73.9708,6885888
12131,40.6751,-73.9614,7132789
121311,40.7568,-73.9982,6859970
121312,40.7568,-73.9982,6938184
121314,40.7792,-73.9511,6933330
121315,40.7911,-73.9737,6935356
121316,40.7753,-73.954,6940894
121317,40.7838,-73.9534,6842152
12132,40.7756,-73.9829,7186377
121322,40.6881,-73.9794,6920091
121323,40.6785,-73.9748,6921299
121325,40.7539,-73.9677,6895856
121326,40.7606,-73.9963,6844720
121327,40.8294,-73.9404,6834982
121328,40.6949,-73.9724,6939193
121329,40.7056,-74.0162,6832142
121333,40.8024,-73.9651,6883660
121334,40.789,-73.9756,6892532
121336,40.7573,-74.022,6834391
121339,40.8397,-73.9429,6843318
12134,40.6567,-74.0043,7123059
121344,40.7166,-73.9998,6828943
121345,40.7322,-73.9876,6912087
121349,40.7593,-73.9962,6892103
12135,40.762,-73.9636,7111848
121351,40.7658,-73.9781,6877186
121352,40.6821,-73.9493,6871912
121353,40.7292,-73.98,6844322
121358,40.7279,-73.9794,6820711
121359,40.7778,-73.9781,6865437
12136,40.7037,-73.9894,7198983
121360,40.7663,-73.9876,6913678
121362,40.7797,-73.9446,6822829
121364,40.7131,-73.9961,6873455
121365,40.7166,-74.0049,6855143
121367,40.7805,-73.9487,6936659
12137,40.7708,-73.9495,7105397
121370,40.7161,-73.9562,6917330
121372,40.7844,-73.9497,6839970
121375,40.7376,-73.9738,6902210
121376,40.6706,-73.992,6919000
121378,40.739,-73.9821,6909441
121381,40.7136,-74.0094,6891048
121382,40.7681,-73.9563,6928919
121383,40.7714,-73.9929,6878170
121388,40.7439,-73.9743,6868629
121390,40.7878,-73.9763,6863017
121391,40.7634,-73.9596,6907944
121394,40.6483,-74.0123,6828281
12140,40.7385,-73.9836,7138448
121403,40.7382,-74.0023,6886574
121405,40.73,-73.9804,6926703
121406,40.8825,-73.9037,6941951
121407,40.7273,-73.9798,6853556
121409,40.7627,-73.9904,6838636
121412,40.7564,-73.9631,6823813
121417,40.7073,-74.0046,6893425
121418,40.7536,-73.9682,6946668
12142,40.7674,-73.9837,7104911
121421,40.7073,-74.0046,6894964
121423,40.8569,-73.9295,6911534
121424,40.7213,-73.9822,6843587
121425,40.7339,-73.9942,6844737
121428,40.7031,-73.8119,6936745
121429,40.6235,-74.0299,6834457
12143,40.7724,-73.9506,7107576
121437,40.7057,-74.0085,6924027
121441,40.6841,-73.9321,6861204
121445,40.7984,-73.9632,6939339
12145,40.7693,-73.9523,7096226
121450,40.7661,-73.9461,6829314
121454,40.7279,-73.9794,6866435
121455,40.7588,-73.9952,6917015
121456,40.7112,-73.9441,6857148
121459,40.7888,-73.9549,6879074
121460,40.7631,-73.9581,6822390
121461,40.7633,-73.9932,6934240
121463,40.7354,-74.0054,6872970
121464,40.7081,-73.9415,6939217
121467,40.8448,-73.942,6848987
121468,40.7599,-73.9923,6908933
121470,40.7741,-73.965,6849005
121473,40.7678,-73.9915,6857887
121479,40.8551,-73.9281,6941058
121483,40.6939,-73.9919,6903550
121484,40.7631,-73.9581,6838659
121486,40.7425,-73.9789,6824754
121488,40.7617,-73.9617,6848931
121489,40.8539,-73.9318,6896333
12149,40.7716,-73.9543,7097703
121490,40.7291,-73.9786,6894038
121491,40.7396,-73.9816,6898615
121492,40.7344,-74.0028,6814530
121493,40.7633,-73.9785,6835186
121495,40.7307,-73.9828,6910751
121497,40.7588,-73.9918,6925840
121499,40.739,-73.9791,6870834
121500,40.7073,-74.0046,6843807
121501,40.7783,-73.947,6940191
121502,40.7756,-73.9846,6911270
121506,40.7595,-73.9887,6876668
121507,40.7327,-73.8638,6895391
12151,40.7242,-73.9946,7205263
121517,40.7276,-74.0001,6877275
121521,40.7612,-73.9978,6879056
121529,40.7477,-73.9939,6828590
12153,40.735,-73.9812,7167878
121530,40.7447,-73.9741,6908060
121532,40.7706,-73.9489,6841688
121533,40.7391,-74.0016,6940609
121534,40.6999,-73.9221,6933704
12154,40.7399,-73.9975,7098032
121546,40.7897,-73.9488,6827675
121548,40.7593,-73.9962,6825139
12155,40.6857,-73.9572,7161691
121550,40.7866,-73.9731,6860696
121551,40.7301,-73.9927,6937022
121554,40.7777,-73.9883,6815825
121556,40.7775,-73.9458,6930648
121559,40.8223,-73.94,6915870
12156,40.7781,-73.957,7198471
121561,40.7609,-73.9891,6916448
121563,40.7784,-73.9576,6818867
121565,40.7678,-73.987,6838306
121566,40.708,-74.0149,6875456
121569,40.7742,-73.9475,6936700
121572,40.7098,-74.0179,6916230
121575,40.778,-73.9465,6815655
121576,40.7439,-73.9743,6836950
121578,40.7984,-73.9713,6943579
121579,40.8464,-73.939,6836861
121582,40.7317,-73.9743,6835041
121585,40.7993,-73.9604,6839626
121587,40.7488,-73.9734,6834219
121595,40.7594,-73.9712,6885017
121596,40.7216,-73.9819,6903232
121598,40.7067,-74.0071,6917275
121599,40.7344,-74.0001,6878857
1216,40.7289,-73.9804,7163306
121600,40.8325,-73.9406,6813901
121602,40.7538,-73.974,6937782
121603,40.7047,-74.0075,6938737
121604,40.7595,-73.9712,6876349
121609,40.7826,-73.9469,6878653
121611,40.7587,-74.0069,6862419
121613,40.7749,-73.9482,6944022
121615,40.7379,-73.9918,6928119
121616,40.7586,-73.9838,6873839
121617,40.7061,-74.0111,6833495
121618,40.7192,-73.9828,6871850
12162,40.7297,-73.986,7212537
121620,40.7528,-73.9709,6883265
121622,40.735,-73.9816,6864354
121624,40.7539,-73.9677,6812054
121625,40.7341,-73.9896,6825180
121626,40.7608,-73.9604,6916765
121628,40.753,-74.0037,6866797
121629,40.7783,-73.9523,6895992
121636,40.8358,-73.9453,6946239
121639,40.7889,-73.9755,6890623
121641,40.7816,-73.9559,6825716
121642,40.7709,-73.9917,6901822
121645,40.7675,-73.9607,6895170
121646,40.7645,-73.9833,6876702
121647,40.7299,-73.9819,6895084
12165,40.7447,-73.9741,7106256
121650,40.7313,-73.9889,6818587
121651,40.8014,-73.9663,6849894
121654,40.7631,-73.9866,6885120
121655,40.8198,-73.9578,6825928
12166,40.7751,-73.9886,7118946
121661,40.7831,-73.9449,6882667
121665,40.733,-74.0056,6903992
121666,40.6808,-73.9777,6877671
121668,40.7959,-73.9742,6885434
121672,40.6482,-74.0113,6883912
121675,40.7068,-74.0113,6943895
121676,40.7933,-73.9675,6944735
121677,40.7726,-73.926,6931268
12168,40.8011,-73.948,7208794
121680,40.7347,-73.9813,6947816
121684,40.734,-73.9817,6899689
121686,40.7413,-73.9781,6871594
121690,40.7898,-73.9744,6942255
121693,40.7756,-73.9846,6886993
121694,40.7584,-73.9648,6929262
121696,40.723,-73.983,6838279
121697,40.7331,-74.0055,6884935
12170,40.8333,-73.9445,7101018
121701,40.8717,-73.878,6931400
121705,40.7656,-73.9256,6873920
121707,40.7401,-73.9887,6819137
121708,40.7091,-74.0182,6931950
121709,40.7477,-74.0009,6937743
121710,40.72,-73.9562,6903566
121715,40.7455,-73.9762,6827784
121716,40.7655,-73.972,6826762
121719,40.7356,-73.9789,6912463
121720,40.7488,-73.9956,6916556
121724,40.7791,-73.9803,6868370
121727,40.7238,-74.0043,6925456
121729,40.7547,-73.981,6904252
121731,40.7664,-73.9863,6937047
121732,40.7084,-74.0151,6920781
121734,40.7351,-73.978,6905904
12174,40.7148,-74.0063,7154061
121740,40.7628,-73.9769,6864928
121744,40.7418,-74.0024,6861244
121745,40.7756,-73.9829,6935602
121746,40.7756,-73.9846,6878884
121747,40.8989,-73.8456,6863523
121748,40.7277,-73.9859,6882470
121749,40.7633,-73.9628,6842256
12175,40.6937,-73.9988,7094434
121753,40.726,-73.9493,6874028
121758,40.7639,-73.9808,6870561
121761,40.6785,-73.9748,6941301
121762,40.7654,-73.9816,6850262
121763,40.7779,-73.9525,6857280
121764,40.761,-74.0002,6940276
121766,40.8013,-73.9606,6819024
12177,40.7198,-73.9891,7136104
121771,40.7401,-73.9793,6929840
121772,40.7334,-74.0047,6942070
121773,40.7297,-73.9999,6875228
121778,40.7627,-73.9611,6864470
121779,40.7394,-73.9813,6885394
12178,40.7266,-73.9872,7157800
121786,40.732,-73.8634,6840596
121787,40.7325,-73.9977,6835388
12179,40.69,-73.9919,7210757
121790,40.8455,-73.9415,6937505
121793,40.7633,-73.9775,6886918
121794,40.7803,-73.9466,6915185
121795,40.77,-73.9517,6922139
121796,40.8136,-73.9558,7121727
121797,40.7075,-74.0074,6933712
121798,40.7612,-73.9978,6826728
121799,40.737,-74.0016,6916337
121801,40.7062,-74.0099,6903870
121803,40.7603,-73.9968,6943978
121804,40.7902,-73.9677,6821247
121807,40.7631,-73.9768,6936050
121809,40.7568,-73.9982,6915073
121810,40.7777,-73.9767,6842702
121811,40.6891,-73.9675,6901097
121812,40.7074,-74.0069,6884336
121815,40.8644,-73.9248,6815573
121818,40.747,-73.9796,6846585
12182,40.726,-73.9892,7125780
121820,40.7216,-73.8448,6877038
121821,40.7708,-73.9818,6816572
121823,40.7751,-73.9847,6846770
121824,40.7488,-73.977,6871847
121832,40.7601,-73.99,6901762
121833,40.7445,-73.9746,6825553
121835,40.8272,-73.9397,6833799
121836,40.7655,-73.9916,6897194
121840,40.7083,-74.0149,6849650
121843,40.7664,-73.9871,6887049
121844,40.6444,-73.9278,6890767
121848,40.7034,-73.897,6854503
121850,40.7048,-73.919,6841090
121852,40.7978,-73.9689,6947060
121853,40.7845,-73.9785,6813717
121854,40.722,-73.9819,6881556
121858,40.7065,-74.0077,6875621
